Product Name,Original Price,Discounted price,Discount(%),Rating
BUYMOOR Fashion Mini Hair Straightener Professional Hai...,899,181,57,3.6
"Prisha Enterprise Stainless Steel 7 Egg Cooker, Egg Boi...","1,149",302,80,3.9
Aastha Electric 7 Egg Boiler Cooker Electric 7 Egg Boil...,"1,299",349,65,4.1
Control D Strips 50 Glucometer Strips,"1,299",485,81,4.2
Skyline N-1290 Foldable Hair Dryer,999,250,50,3.5
Electro Shoppee Perfect TRIMMER AT 528 Rechargeable H T...,899,449,55,4.3
"onliest MINI HAIR STRAIGHTNERL,,L,,, Hair Straightener","1,999",185,58,4.2
NOVA NHT 1076  Runtime: 30 min Trimmer for Men,499,449,81,4.1
Dr. Morepen Blood Sugar Glucose checking machine,"1,599",899,53,4.1
Dish TV Universal ,"3,215",209,45,4.1
JMALL High Quality Tripod Stand 360 Degree 3110 Portabl...,"4,590",299,62,4.2
Singer Chefy cheffy 500 W Mixer Grinder ,499,"1,499",40,4
ORIENT Electric Kitchen Kraft MGKK75B3 750 W Mixer Grin...,"1,245","2,499",75,3.5
NOCKOUT Designer Mouse Pad Non-Slip Rubber Base Mouse p...,399,188,77,4.4
Prestige PKOSS 1.5 Electric Kettle,399,745,46,3.9
"MJ Hub Thumb & Finger Sleeve for Mobile Game, Anti-Swea...","2,299",99,57,4.2
"spincart Gaming Mouse Pad With Non-Slip Rubber Base, Wa...",999,89,64,4.1
Candes Brio Turbo High Speed Decorative 600 mm 4 Blade ...,499,"1,221",27,4.1
Ambrane 6 Amp Qualcomm 3.0 Turbo Car Charger,"24,700",429,14,4.2
NOCKOUT Designer Mouse Pad Non-Slip Rubber Base Mouse p...,"3,050",178,56,3.6
SAMSUNG 7 kg 5 Star Inverter Fully Automatic Top Load S...,"1,899","17,990",28,4.3
Orient Electric Wendy 1200 mm 3 Blade Ceiling Fan,"19,500","2,599",25,3.9
Greenchef Multi Kettle Electric Kettle,"3,395",829,80,4.3
KENT Grand 11076 8 L RO + UV + UF + TDS Water Purifier,"1,497","13,999",44,4.5
HAVELLS 3 JAR MIXER GRINDER Aspro 500 W Mixer Grinder ,"1,599","2,525",87,4.2
RPM Euro Games Finger Sleeve For Gaming Pubg Mobile Gam...,"1,612",299,42,4
Shiv ENTERPRISE 46 in 1 Pcs Tool Kit & Screwdriver and ...,"1,299",889,53,4.3
Fixfeels Body scrubber Silicone Bath Body scrubber Doub...,"1,599",199,70,4
LandVK Heavy Duty Electronic Thick Tempered Glass LCD D...,650,749,66,4.3
Flipkart SmartBuy ATC002  Runtime: 90 min Trimmer for M...,"1,195",749,52,4.3
NoMed 200 Round Lancet for Dr Morepen BG03 Glucometer L...,999,195,74,3
Nova Silky Shine 1400 w Hot and cold Foldable NHP 8104 ...,"1,019",399,81,4
KUBRA KB-2028 Cordless Rechargeable Professional Hair a...,"2,695",479,67,4.2
Perify 10g-50Kg Digital Hanging Luggage Fishing Portabl...,"2,799",263,35,5
Nova Temperature Control Professional NanoTitanium Coat...,588,499,41,4
AMBITECH AMBINC-11 Compressor Machine Kit Nebulizer,"1,400",899,52,4.4
Anchor By Panasonic Spike Guard- 4 Universal Socket Shu...,"1,699",379,45,4
ACCU-CHEK performa 50 Glucometer Strips,"19,990",819,69,5
Ambrane Cruiser Mini  Runtime: 60 min Trimmer for Men,736,799,6,4.1
ONIDA 6.2 kg Fully Automatic Top Load Grey,"29,999","10,990",20,2
Tata Sky 100% Original Universal With USER MANUAL & WAR...,"2,880",221,60,4
OnePlus Y Series 108 cm ,999,"27,999",74,4.2
USHA MIST AIR DUOS 400 mm 1280 Blade Pedestal Fan,599,"2,299",74,5
Easy Way Wireless Handheld Bluetooth Mic with Speaker ,599,391,79,4
AVN Elite Trigger and finger sleeve combo pack for pubg...,999,151,26,4
AVN Elite Trigger and finger sleeve combo pack for pubg...,799,151,12,3.8
GROFL Pubg & Free Fire Call of Duty Anti-Slip Thumb Sle...,"61,490",202,69,4.5
CROMPTON ACGEI-BRIO 1000 W Dry Iron,736,590,45,5
SONY Alpha ILCE-6000Y/b in5 Mirrorless Camera Body with...,"19,990","53,990",6,4.1
Tata Sky 100% Original Universal With USER MANUAL & WAR...,"29,999",221,24,4.2
ONIDA 6.2 kg Fully Automatic Top Load Grey,"9,000","10,990",81,4.1
OnePlus Y Series 108 cm ,599,"27,999",30,4
KENT ULTRA STORAGE 8 L UV + UF Water Purifier,"1,499","6,799",53,4.3
Filiz pubg mobile/Call off duty/free fire all shooting ...,899,109,28,3.9
Redgear Pro Series ,"4,750","1,049",65,3.8
Nova Plus 1100 W Amaze NI 30 1100 W Dry Iron,999,415,23,4.3
Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade ...,999,"3,396",52,4.2
chaoba pes 2888 2888 Hair Dryer,699,345,66,4
Syska HT200 Pro Beard Pro  Runtime: 45 min Trimmer for ...,799,764,57,4.3
Flipkart SmartBuy Electric Egg Boiler 1114 Egg Cooker,799,329,80,4.6
TheNextStore WH-A08 Acrylonitrile Butadiene Styrene Por...,"1,999",269,53,4.2
Glancing 10g-50Kg Digital Hanging Luggage Fishing Porta...,"1,299",340,64,4.4
Profiline Barber & Saloon Choice Hair Beard Moustache B...,"1,699",399,2,4.3
BEARDO BD-TMET01  Runtime: 45 mins Trimmer for Men,975,599,60,4.1
Laxit Enterprise Electronic Thick Tempered Glass & LCD ...,"1,199",604,12,4.3
ACCU-CHEK Instant S 50 Glucometer Strips,"1,825",949,67,3.7
Choaba HAIR DRYER POWERFUL HOT AND COLD Hair Dryer,799,474,41,4.4
CROMPTON Super briz deco 1200 mm 3 Blade Ceiling Fan,"1,949","1,599",17,3.6
SUPARAB Non-Stick Aluminium Mini Gas Toaster | Bread Gr...,"38,900",258,27,4.2
Flipkart SmartBuy Classic Electric Rice Cooker with Ste...,"12,600","1,149",45,4.3
SAMSUNG 108 cm ,"1,950","31,999",48,3.6
"SAMSUNG 6.5 kg 5 Star Semi Automatic Top Load White, Gr...","6,050","9,190",17,4.3
Silver Home STAR001 450 Mixer Grinder ,"1,025","1,054",64,4.3
Butterfly Mixer Grinder Thunder 750 W Juicer Mixer Grin...,"4,598","3,094",64,4.4
PHILIPS HI113 1000 W Dry Iron,"14,500",848,42,4.2
Fabiano Tulip FAB-MG-03-E18 500 W Mixer Grinder ,"2,799","1,649",38,4
Aquagrand Epic purify Mineral+ro+uv+uf+tds 15 L 15 L RO...,"1,199","5,199",41,4.4
Flipkart SmartBuy PowerChef Premium 500 W Mixer Grinder,"11,999","1,599",21,4
Healthgenie Thick Tempered Glass Lcd Display Digital We...,"6,975",739,14,4.3
LIVPURE LIV-PEP-PRO 7 L RO + UF Water Purifier,"34,290","6,999",29,4.2
Sujata Juicer Mixer Grinder POWERMATIC PLUS 900 Juicer ...,"29,990","5,492",58,4.2
"IFB 7 kg 3D Wash Technology, CradleWash, Aqua Energie, ...",999,"29,489",74,4.1
dji Osmo Osmo Action Sports and Action Camera,699,"20,999",63,4.2
S Satisfyshop Stainless Steel Electric Egg Mixer Beater...,"1,299",414,5,3.7
"INUOAP Pubg Anti-Slip Thumb Sleeve, Slip-Proof Sweat-Pr...",995,175,60,4
Kemei Temperature Control Professional KM-329 329 Hair ...,699,475,73,5
PHILIPS 1210  Runtime: 30 min Trimmer for Men & Women,"1,495",944,70,5
"Deals Destination 25 in 1 Repair tool kit for PC, Mobil...","2,895",274,68,4.2
Nova Pro Shine NHS 841 Hair Straightener,999,399,43,5
VGR V-080 Cordless Professional Hair Trimmer  Runtime: ...,350,845,68,4
AG Enterprises NOVA NS 216 HAIR CUTTING SALOON CHOICES ...,999,312,80,4.3
DIGWAY 8 SOCKET 2 SWITCHES EXTENSION CORD/ EXTENSION BO...,799,199,63,4
Romino Digital Kitchen Weighing Machine Multipurpose El...,999,319,67,1
BORIS Healing Jade Roller Jade Roller for Face Anti-agi...,"1,999",155,57,4.3
Abgrow EC HTC 527 Runtime: 45 min Trimmer for Men & Wom...,699,364,1,4
GNV Full Body Pains Relief Massager Machine Massage Mac...,"59,999",640,75,5
Lenon SF 400 Electronic Digital 1Gm-10 Kg Weight Scale ...,"1,999",299,43,3.8
Mi Q1 138.8 cm ,"2,799","58,999",40,4
"Flipkart SmartBuy 12 Inch Tripod with Flexible Stand , ...","4,170",499,75,3
Sansui ProHome Melange 500 W Mixer Grinder ,600,"1,575",21,4.3
BAJAJ ICX Pearl Induction Cooktop,"21,350","2,499",57,4
"LXCN Collar Microphone With Clip for Chatting, Voice & ...",699,149,13,4
Whirlpool 6.5 kg Fully Automatic Top Load with In-built...,"39,990","16,785",26,4.5
Crozier finger sleeve cap for sweat breathable full tou...,"1,110",299,10,4
IFB 8 kg Fully Automatic Front Load with In-built Heate...,"12,050","34,590",35,3.8
Prestige Pkoss 1.5 Electric Kettle,"22,490",815,83,4.1
"Whirlpool 7.5 kg 5 Star, Ace Wash Station Semi Automati...","1,889","10,740",44,4.2
Haier 7 kg 5 star Ariel Wash Fully Automatic Top Load B...,"3,899","14,490",69,4.3
RamX 100 psi Tyre Air Pump for Car & Bike,"2,385",315,37,4.1
Flipkart SmartBuy Tornado 750 W Mixer Grinder,"5,295","2,149",82,3.9
Singer Aroma,"1,999",725,26,4.2
HAVELLS MaxxGrind 750 W Mixer Grinder ,"14,999","3,299",42,4.2
Starpro Professional 3110 Tripod with mobile holder Lig...,"2,799",345,54,4.3
Mi Smart ,"1,995","10,999",64,4.4
Flipkart SmartBuy PowerChef Premium 500 W Mixer Grinder,999,"1,599",17,4.3
BOYA BY M1 Omnidirectional Lavalier Microphone for Cano...,"12,090",899,42,4.2
Auto Hub Microfiber Vehicle Washing  Cloth,"16,490",359,42,4.1
"LG 6.5 kg 4 Star Semi Automatic Top Load White, Blue","2,499","9,990",48,4.5
LIVPURE Pep Pro Star 7 L RO + UV + UF + Minerals Water ...,"1,222","9,499",57,4.3
Orient Electric Ujala Plus 1200 mm Energy Saving 3 Blad...,"3,699","1,449",70,4
HDAY ENTERPRISE Heavy Duty Electronic Thick Tempered Gl...,999,624,50,3.8
Agaro Cosmic Plus Sonic 33438 Electric Toothbrush,"2,488","1,566",38,3.8
"Virth Portable eyebrow Hair Removal Eyebrow Trimmer, Fa...","1,099",299,57,4.1
VGR V-085 Professional Hair Clippers Rechargeable Cordl...,"3,699","1,234",31,4.1
VEGA VHSH-18 Hair Straightener,"1,395",679,50,4.4
Agaro Cosmic Plus Sonic 33438 Electric Toothbrush,"2,488","1,566",14,4
HAVELLS HS4104 Hair Straightener,"1,523",949,80,3.9
VGR V-085 Professional Hair Clippers Rechargeable Cordl...,"1,485","1,234",78,3.8
Standard BPCare AS 35K ,599,"1,299",14,4.1
"I view Painless Face Hair Remover Upper Lip, Chin, Eyeb...","5,800",290,50,3.8
P G IMPEX pubg triggers  Gaming Accessory Kit,999,128,75,4.3
ONIDA 6.5 kg Washer only Red,"1,459","4,969",19,4.3
Redgear MP80 ,"18,950",499,80,4.1
KBOOM Camera Tripod 3110 Stand Mobile Phone Video Camer...,"1,788",355,42,4.2
Whirlpool 7 kg Fully Automatic Top Load Grey,"2,499","15,240",26,4.1
Terabyte  TV-out Cable MINI HDMI2AV HD Video Converter,"1,110",343,1,4.3
Orient Electric Ujala Plus 1200 mm Energy Saving 3 Blad...,"25,999","1,449",25,4.2
Prestige Pkoss 1.5 Electric Kettle,"21,500",815,71,3.4
realme 108 cm ,"1,599","25,499",53,4.1
SAMSUNG 6.5 kg 5 Star Inverter Fully Automatic Top Load...,"3,699","15,990",42,4.3
JKR Enterprise JKR-2019 180 W Electric Whisk,"2,499",448,39,5
Sansui Pro Home Allure 500 W Mixer Grinder ,"4,595","1,729",84,5
Orient Electric Ujala Plus 1200 mm Energy Saving 3 Blad...,999,"1,449",61,4
Inalsa Easy Clean Dry Vacuum Cleaner with Reusable Dust...,670,"2,799",32,5
Ekon 2 Pair Of Mobile Anti-Slip Finger Sleeve Cots Touc...,"1,299",150,32,5
"KENT gold original Spare Kit UF membrane, carbon pack &...","2,299",666,27,4.5
Greenchef Kettle1.5L Electric Kettle,"54,999",499,77,5
Greenchef Melon 600 Mixer Grinder ,"43,299","1,549",46,5
MOTOROLA ZX Pro 127 cm ,"1,999","36,999",74,4.4
BOSCH 8 kg INVERTER TOUCH CONTROL Fully Automatic Front...,299,"31,490",47,5
"Genova Fast Boiling Tea Kettle Cordless, Stainless Stee...","1,499",449,38,1
TECHON  TV-out Cable vga male to male cable 1.5 meter,899,160,47,3.9
Billion BLN-1-Grey-Navy blue-HiStorage 30 L Laptop Back...,"1,099",379,63,5
QUALX Shock-Proof & Water-Proof 1500 Copper 1500 W Imme...,400,469,66,1
VEGA VHSH-18 Hair Straightener,499,679,57,4.1
Thermocare Latex Free Stethoscope single tube stethosco...,"2,285",209,40,4
"CROMIFY Mini Hair Straightener, Portable Mini Ceramic P...",849,181,66,4.2
Kemei Professional KM 609 Hair Clipper  Runtime: 90 min...,"1,999",775,34,4.5
Kemei Kemei Electric Flat Iron Straightening Irons Cera...,900,359,77,4.1
Kemei KM-809A  Runtime: 240 min Trimmer for Men & Women,"1,295","1,199",5,4.2
Techobucks Best buy Professional Handheld Corded Vocal ...,989,299,56,4.3
Alere G1 AGM-4000 ,945,853,47,4
"KolorFish Jade Roller,Anti-aging 100% Natural Facial Ja...","1,250",218,63,3.6
PHILIPS BT1212/15  Runtime: 30 min Trimmer for Men,400,897,77,4.5
On Call Plus Glucose 50 Glucometer Strips,499,542,60,4.2
Thermocare Latex Free Stethoscope single tube stethosco...,989,209,28,4.4
"CROMIFY Mini Hair Straightener, Portable Mini Ceramic P...",499,181,14,4
"KolorFish Jade Roller,Anti-aging 100% Natural Facial Ja...","4,750",218,15,4.1
HighSeas Mobile Finger Sleeve Cots Touch screen Game Co...,"25,690",199,22,4.1
Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade ...,"31,990","3,396",65,4.2
IFB 6 kg 5 Star Fully Automatic Front Load with In-buil...,"1,995","21,990",11,3.9
LG 6.5 kg 5 Star Fully Automatic Front Load with In-bui...,"1,06,990","26,990",28,3.9
Logitech G102 Light Sync Wired Optical  Gaming Mouse,"80,490","1,549",84,4
iFFALCON by TCL 138.6 cm ,"4,750","36,999",65,4.3
SONY Alpha ILCE-6400 Mirrorless Camera ,"1,999","70,990",38,4.4
Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade ...,"15,000","3,396",59,4
Worricow Best Quality Sports Stereo Sound Bluetooth hea...,"3,310",309,13,4.2
Aquagrand SkyLand Alkaline + 18 L RO + UV + UF + TDS Wa...,799,"5,219",38,4.1
Prestige PIC 16.0 plus Induction Cooktop,"11,950","2,049",37,4
Homware Nonstick Sandwich maker Toast & GRill Grill,250,320,16,4.4
"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Autom...","2,395","10,390",38,4.4
"Sabitri Store Finger Sleeve, Anti Sweat, Slip Proof for...","1,399",153,19,3.9
Prestige PHM 2.0 300 W Stand Mixer,250,"1,499",41,4.1
HP K500F Wired USB Gaming Keyboard,"13,590","1,170",66,4.3
FOTON POWER Mobile Clip Tripod Mount Adapter Tripod Mon...,"2,990",153,34,4.8
"LG 7 kg Semi Automatic Top Load Maroon, White",900,"10,990",44,4
NASAKA Xtra Sure 20 L Gravity Based Water Purifier,"1,295","1,756",31,4.1
Techobucks Best buy Professional Handheld Corded Vocal ...,"1,995",299,32,4.1
Alere G1 AGM-4000 ,"1,599",853,55,4.2
NOVA NG 1152-05 USB  Runtime: 60 min Trimmer for Men,383,"1,099",45,4.5
ROBMOB MM12 Professional Magic machine Massager  ,"1,550","1,095",74,4.3
eWAVE Weighing_Scale_Capacity_50Kg_Kata Weighing Scale,345,257,79,4.5
ABBOTT Freestyle optium 50 Glucometer Strips,699,685,1,4
IKIS NA Standard Screwdriver Set,"1,199",187,53,3.9
AJRO DEAL Clip on Collar Tie Pocket For Voice Recording...,"1,495",175,29,4.4
Miraaz Digital Noise Cancellation Clip Collar Mic Conde...,"24,990",246,50,4
PHILIPS NEW SERIES  Runtime: 60 min Trimmer for Men,998,"1,475",41,5
Hindware Nevio Plus 60  Auto Clean Wall Mounted Chimney,"2,600","11,499",44,4.1
Hicks Pressure Guard Sphygmomanometer Aneroid Bp Monito...,"5,999",699,35,5
contour ts Bayer Contour 100 Glucometer Strips,899,"1,280",40,3
MOTOROLA DVM4KA01 Media Streaming Device,"1,699","3,499",55,4
Ortan Longlife ,"5,000",500,26,5
CHILLAXPLUS Portable 4 in 1 with adapter and foot pedal...,"4,590","1,099",16,5
BAJAJ 3 L Instant Water Geyser ,"4,499","2,999",42,4.1
Pigeon Acer Plus Induction Cooktop with IB 3 Ltr Pressu...,"19,800","2,049",82,5
EUREKA FORBES Quick Clean DX Dry Vacuum Cleaner with Re...,"21,900","3,299",33,4
SAMSUNG 7 kg Monsoon drying feature Fully Automatic Top...,600,"16,490",61,4.5
Blue Star Opulus 8 L RO + UV + UF + IBT + Alkaline Wate...,"1,000","12,490",14,5
rich hood NEW ARRIVAL FINGER GLOVES PUBG TRIGGER Game F...,799,107,29,5
CROMPTON ACGEI-INSTAGLIDE 1000 W Dry Iron,860,663,72,4
SKYTOP High Quality Tripod Stand 360 Degree 3110 Portab...,300,309,9,4.2
ORPAT HHB-100EWOB 250 W Hand Blender,699,739,10,4.1
KODAK High Gloss 200 Gsm A4 ,175,212,59,4
Airtel Airtel HD remote HD Set Top Box Remote With AAA ...,"29,999",195,64,4.2
BAMBALIO 8 Digits BL-100 Blue Portable pocket calculato...,"1,990",158,50,3.9
Mi 4A Pro 108 cm ,999,"26,999",70,4
Photron Stedy Pro 550 Tripod,899,799,69,4.3
Sahi Victoria BL 750 W Dry Iron,500,355,28,3.9
Filiz XT02 Professional Video and Picture Catcher Bluet...,628,449,60,4
NEFI Pubg & Free Fire Call of Duty Anti-Slip Thumb Slee...,"2,290",149,72,4.1
UPROKT PUBG Shooter Controller Gaming Trigger Fire Free...,"1,999",189,64,4.4
V-Guard Mini Crystal Supreme TV Voltage Stabilizer for ...,"1,500","1,639",32,4.2
Kemei Rechargeable Professional Hair Trimmer for Men  R...,"1,599",799,85,4.1
HME 1107 Hair Cutting Saving Classic Machine Beard Trim...,249,419,70,4.3
Perfect Nova ,"12,000",569,70,3.4
Control D CDT01 Digital Thermometer,"1,299",169,15,4.3
DR PHYSIO ,"4,000","1,699",54,4
Flying monk Lipstick Shape Electronic Facial Hair Remov...,"1,995",389,1,4.4
DR PHYSIO USA Powerful Body Massage machine HammerPro m...,999,"1,199",80,4.2
Panasonic ER207WK24B  Runtime: 60 min Trimmer for Men,895,"1,685",52,4.4
RTB Electronic Digital 1Gram-10 Kg Weight Scale Lcd Kit...,999,459,66,4.3
PHILIPS BT1230/15 Beard Trimmer  Runtime: 30 min Trimme...,498,885,17,3
Vadhavan Roller Anti Aging 100% Natural Jade Facial Rol...,799,198,8,4.2
MilanEnterprise Scalp Massager 3 Hair Massager For Men ...,"1,700",235,17,4.2
Hillgrove Electronic Gadget 9in1 New Mobile Soldering I...,"1,099",269,64,4.3
PHILIPS BT3102/15  Runtime: 60 min Trimmer for Men,670,"1,400",48,3.6
ACCU-CHEK Instant S Meter Glucometer,520,"1,008",51,4.1
KENT gold spare kit Solid Filter Cartridge,299,666,55,4.1
HAVELLS 6A Four-Way Extension Board 4  Socket Extension...,"2,799",429,50,4.1
MilanEnterprise Scalp Massager 1 Hair Massager For Men ...,"7,849",107,13,4.3
Flipkart SmartBuy PowerChef Storm 500 W Mixer Grinder ,"2,250","1,449",31,4.4
Candes 15 L Storage Water Geyser ,499,"3,812",82,4.3
zigma TIKTIK Quiet Portable 300 mm Ultra High Speed 3 B...,860,"1,007",32,4.1
Filiz combo pack of Snesored D9 Triger Red & Black With...,790,249,48,4
ORPAT HHB-100E WOB 250 W Hand Blender,"2,699",740,51,4.5
USHA EI 2802 i 1000 W Dry Iron,"45,999",538,45,3.9
INDOUS WS-858 Wireless Bluetooth Microphone Recording C...,"2,799",480,50,4
Nokia 108 cm ,"7,849","30,999",13,4.1
Flipkart SmartBuy PowerChef Storm 500 W Mixer Grinder ,"10,240","1,449",55,4.3
Candes 15 L Storage Water Geyser ,499,"3,812",56,5
Kenstar 25 L Storage Water Geyser ,860,"5,599",53,1
Filiz combo pack of Snesored D9 Triger Red & Black With...,"2,250",249,72,4.4
ORPAT HHB-100E WOB 250 W Hand Blender,499,740,68,5
zigma TIKTIK Quiet Portable 300 mm Ultra High Speed 3 B...,699,"1,007",7,1
Techfab Smart TV Remote Control Compatible for  Smart T...,"1,599",219,31,4.2
"spincart Large Gaming Mouse Pad with Nonslip Base,Water...",999,324,70,2
Vruta 7-Speed Hand Mixer with 4 Pieces Stainless Blende...,"18,000",439,47,3
coolcold Large Size ,"1,595",315,36,4.1
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automati...","1,299","16,740",31,4
Prestige PSMFB Toast,"1,900","1,099",39,1
Chartbusters LIGHT WEIGHT 750 W NP-04 750 Dry Iron,"4,050",377,41,3.6
KENT 16055 Electric Kettle,"1,095",999,28,5
CROMPTON 3 L Instant Water Geyser ,"5,499","2,564",16,3
Prestige PKOSS 1.5 LITRE Electric Kettle,"83,990",749,19,4.5
Candes 10 L Storage Water Geyser ,"2,099","3,347",75,4.3
LG 139 cm ,599,"48,999",47,4
Agaro Regal Hand-held Vacuum Cleaner,"19,550","1,503",5,4.2
HP M260 Wired Optical  Gaming Mouse,999,500,48,3.4
"Whirlpool 7 kg 5 Star, Hard Water wash Fully Automatic ...","1,281","15,740",49,3.6
Klick N Shop 50Kg Portable Hanging Luggage Weight Machi...,"1,095",249,45,4.3
Geemy GM-6050  Runtime: 120 min Trimmer for Men & Women,"2,699",667,56,4.6
OneTouch Verio 50 Glucometer Strips,"2,560","1,040",60,3.5
Syska HB 100 Ultra Clip Hair Clipper  Runtime: 90 min T...,800,"1,399",68,4.3
OMRON compressor nebulizer ne- c106 Nebulizer,"1,599","1,299",32,3.7
Electronic Spices Combo for DIY Incubator W1209 12V DC ...,"2,599",439,19,4.1
Granny Smith Personal Human Body Weight Machine R2003A ...,799,689,37,4.2
Pristyn care Fully Automatic Electronic BP Monitor Bp M...,"1,595","1,039",33,4.3
CKINDIA NHC-522 Hair Straightener,999,249,54,4.3
PHILIPS HP6388/00  Runtime: 60 min Trimmer for Women,799,"1,075",36,4
GVC Iron Analog/Manual Weighing Scale,"1,045",801,37,4.1
VEGA INSTA GLAM 1000 HAIR DRYER VHDH-20N Hair Dryer,600,499,19,4.1
HAVELLS HD3101 Hair Dryer,"1,099",699,32,4
AccuSure 32 MT32 Thermometer,799,180,54,3.9
MCP 3 IN 1 STEAMER VAPORIZER Vaporizer,999,275,27,4.2
realme N1 Sonic Electric Toothbrush,"1,595",699,47,4.1
VEGA INSTA GLAM 1000 HAIR DRYER VHDH-20N Hair Dryer,"1,000",499,78,3.9
GVC Iron Analog/Manual Weighing Scale,"1,795",801,47,4.4
PHILIPS HP6388/00  Runtime: 60 min Trimmer for Women,"6,500","1,075",58,4.4
Braxton Shock-Proof Copper Blue 2000 W Immersion Water ...,"1,999",459,53,4.3
PHILIPS GC1903 1440 W Steam Iron,"5,690","1,299",19,3.6
WONDERCHEF Nutri-blend CKM 400 W Juicer Mixer Grinder ,499,"3,399",69,4
GATHA SALES 7 Speed Control Detachable Stainless-Steel ...,"9,999",429,35,4.2
SONY DualSense  Gamepad,"21,990","5,990",73,4.1
Microtek EM4130+ Digital Display For AC upto 1.5Ton ,699,"2,999",28,3.9
Tata Sky 100% Original Universal Box ,"13,900",207,10,3.8
Aqua Fresh EPICAQUA++UV+UF+TDSADJUSTER 15 L RO Water Pu...,339,"4,629",46,4.1
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerat...,"5,730","17,690",25,4
Tata Sky TataSky 100% Original remote with 2 Battery Ta...,999,215,42,4.1
Blue Star Aristo 7 L RO + UV + UF Water Purifier with P...,"1,499","8,990",64,3.7
The Printpack GOOD VIBES Mousepad,"9,995",89,9,4.5
Atomberg Renesa+ 1200 mm BLDC Motor with Remote 3 Blade...,"20,990","4,092",19,4
GVC Iron Analog/Manual Weighing Scale,999,890,54,4.2
GVC Iron Analog/Manual Weighing Scale,"2,700",801,36,4.4
PHILIPS FC9352/01 ,"21,350","7,479",65,3.4
ONIDA 6.5 kg 5 Star with WaterPlus Technology Fully Aut...,600,"11,990",72,4
CORSOR Gaming Mouse Wired For PC and Laptops Wired Opti...,"1,099",359,58,3
HAVELLS Ambrose 1200 mm 390 Blade Ceiling Fan,"2,499","2,449",52,4.1
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automati...","1,499","17,290",64,5
AccuSure 32 MT32 Thermometer,599,180,55,5
MCP 3 IN 1 STEAMER VAPORIZER Vaporizer,899,275,88,4.1
realme N1 Sonic Electric Toothbrush,"2,199",699,39,5
MAONO AU-100 Microphone,"2,350",850,26,2
Flokestone Double Layer Egg Boiler Electric Automatic O...,"1,499",409,70,4.3
DESTRON ENTERPRISE DE-3D Roller Massager 3D Roller Face...,"5,999",247,39,4
Nova Blue Electric Egg Boiler NEC 1530 Egg Cooker,"1,345",426,31,4
Gluneo Lite 100 100 Glucometer Strips,"1,999",789,65,3.7
Pristyn care Fully Automatic BP Monitor with Voice & Co...,"1,995","1,039",77,5
ewave Silicone Bathing Brush Exfoliating Back Scrubber ...,"1,500",179,68,5
MAONO AU-A04 Plus Microphone,699,"3,650",26,3.9
PHILIPS Blazon HP8120/00 Hair Dryer,599,993,71,3.8
VGR V-031 Hair Clipper & Beard Trimmer  Runtime: 90 min...,"1,599",595,50,4
HAVELLS 5301  Runtime: 105 min Trimmer for Men,"1,144","1,199",38,3.8
CONTOUR PLUS Contour Plus 50 Glucometer Strips,698,"1,023",33,4.4
Deals Destination 27 in 1 Precision Screwdriver Set Mul...,399,239,23,4.3
"HEALTHCARE Vaporizer, Facial Steamer, Steam Inhaler, Co...","14,090",132,59,4.4
SAT KEMEI KM-531 Hair Straightener KEMEI KM-531 Hair St...,"15,000",499,34,4.6
Dr. Morepen Glucometer with 50 strips with free FirstMe...,435,845,40,4.3
CIPHER SHOPS massager for men and girl Head and Scalp M...,"3,699",196,50,4.7
Manogyam Mini Portable Multi Function Electric Splint H...,"66,900",199,50,4.4
Hindware 85 L Desert Air Cooler,"15,949","8,699",60,3.6
CANDY 6.5 kg Fully Automatic Top Load Grey,799,"9,999",31,4
"Anchor By Panasonic 6A, Flexi cord - 3 Pin 4meter ",299,334,17,4.2
HP GK100 Wired USB Gaming Keyboard,"3,295","1,499",50,4.1
SONY Bravia X7002G 108 cm ,"19,000","43,999",62,4.4
V-Guard Zenora RO+UV+MB 7 L RO + UV + MB Water Purifier,775,"9,560",21,4.3
LipiWorld RC802V FMR1 32F2A 40F2A 49F2A LED LCD TV HD w...,899,399,26,4.4
RETRACK E9 Mobile Game Controller Trigger for Playing P...,"4,999",149,10,4.5
HAVELLS Aqua plus 1500w Electric Kettle,699,"1,299",30,4.2
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"37,899","12,999",58,4.4
USHA 3815 HI Water Proof 1.5KW 1500 W Immersion Heater ...,"17,850",640,52,4.1
Flipkart SmartBuy Dash Series G74 Gaming Mouse,"8,500",449,40,3.7
DWH Wireless Controller for Playstation 4 | Professiona...,"3,395","1,899",16,4.5
CROMPTON HL - 1 year Warranty 1500 W Immersion Heater R...,449,549,15,4.1
BOSCH 7 kg INVERTER TOUCH CONTROL Fully Automatic Front...,"50,000","27,990",64,4.1
"Whirlpool 10.5 kg 5 Star, Hard Water wash Semi Automati...","14,990","15,890",23,4
V-Guard 15 L Storage Water Geyser ,"2,140","5,949",65,4.5
